Type                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltPhoton135HEFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton150HEFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton155HEFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton160HEFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton175HEFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton185HEFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton20CaloIdVLIsoLEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton20CaloIdVLIsoLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton20CaloIdVLIsoLHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton20CaloIdVLIsoLTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton22R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton22R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton22R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton22R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton22R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton22R9Id90HE10Iso40EBOnlyTrackIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton26R9Id85ORCaloId10Iso50Photon18R9Id85ORCaloId10Iso50Mass70EgammaAllCombMassLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30HEFilter"       ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30R9Id90CaloIdHE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30R9Id90CaloIdHE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30R9Id90CaloIdHE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30R9Id90CaloIdHE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30R9Id90CaloIdHE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton30R9Id90CaloIdHE10Iso40EBOnlyTrackIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton34R9Id85ORCaloId10Iso50Photon24R9Id85ORCaloId10Iso50Mass70EgammaAllCombMassLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36CaloId10Iso50Photon22R9Id85EgammaDoubleLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id85ORCaloId10Iso50Photon10R9Id85ORCaloId10Iso50Mass80EgammaAllCombMassLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id85ORCaloId10Iso50Photon22R9Id85ORCaloId10Iso50EgammaDoubleLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id85Photon22CaloId10Iso50EgammaDoubleLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton36R9Id90HE10Iso40EBOnlyTrackIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton42CaloId10Iso50Photon28R9Id85EgammaDoubleLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton42R9Id85ORCaloId10Iso50Photon15R9Id85ORCaloId10Iso50Mass80EgammaAllCombMassLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton42R9Id85ORCaloId10Iso50Photon28R9Id85ORCaloId10Iso50EgammaDoubleLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton42R9Id85Photon28CaloId10Iso50EgammaDoubleLegCombLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50CaloIdVLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50CaloIdVLIsoLEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50CaloIdVLIsoLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50CaloIdVLIsoLHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50CaloIdVLIsoLTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton50R9Id90HE10Iso40EBOnlyTrackIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton65CaloIdVLIsoLEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton65CaloIdVLIsoLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton65CaloIdVLIsoLHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton65CaloIdVLIsoLTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton70CaloIdVLIsoLEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton70CaloIdVLIsoLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton70CaloIdVLIsoLHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton70CaloIdVLIsoLTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75CaloIdVLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton75R9Id90HE10Iso40EBOnlyTrackIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90CaloIdVLHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90R9Id90HE10Iso40EBOnlyEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90R9Id90HE10Iso40EBOnlyEtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90R9Id90HE10Iso40EBOnlyHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90R9Id90HE10Iso40EBOnlyHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90R9Id90HE10Iso40EBOnlyR9Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPhoton90R9Id90HE10Iso40EBOnlyTrackIsoLastFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltPixelActivityFilterForHalo"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadCenJet45L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadCenJet50L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadCenJet60L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet100L1FastJet"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet25HbbZbb"        ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet30"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet30Central"       ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet42"              ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet70L1FastJet"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet80L1FastJet"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadJet90L1FastJet"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadPFJet30HbbZbb"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltQuadPFJet35HbbZbb"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltRPCMuonNoTriggersL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltRPCMuonNormaL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleBJet100Eta1p7L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleBJet160Eta2p4L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleBJet190Eta2p4L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleBJet60Eta1p7L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleBJet80Eta1p7L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEG15EtFilter"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEG18EtFilter"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13PFTau20"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13PFTau20Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13PFTau20TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle13WP90RhoTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25PFTau45"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25PFTau45Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25PFTau45TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle25WP90RhoTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle8CaloIdTNoCandClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle8CaloIdTNoCandHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleEle8CaloIdTNoCandPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleElectronEt8CaloIdTTrkIdVLNoCandDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleElectronEt8CaloIdTTrkIdVLNoCandDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleElectronEt8CaloIdTTrkIdVLNoCandOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleForJet15"         ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleForJet25"         ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleIsoMu8PFTau20"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleIsoMu8PFTau20Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleIsoMu8PFTau20TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleIsoMu8PFTau40"    ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleIsoMu8PFTau40Track"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleIsoMu8PFTau40TrackLooseIso"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet100Regional"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet140Regional"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet200Regional"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet260Regional"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet30L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet320Regional"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet370RegionalNoJetID"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet420RegionalNoJetID"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJet50"            ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleJetBLifetimeL3FilterHbbZbbCSV"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenCandidateL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenCandidateL2Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenCandidateL2Filtered3"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenCandidateL3Filtered12"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenCandidateL3Filtered5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenCenJetL1Filtered0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenIsoCenJetL3crIsoRhoFiltered0p15"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSingleMuOpenIsoCenJetL3withL2QPreFiltered17"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSixCenJet20L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltSixCenJet30L1FastJet"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltStoppedHSCP1CaloJetEnergy30"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltStoppedHSCP1CaloJetEnergy50"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltStoppedHSCP1CaloJetEnergy70"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTau3MuMuMuTkFilter"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTauJet5"                ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTauTo2MuL3Filtered"     ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTrackerHaloFilter"      ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTriBJet20CentralL1FastJet"   ""                "HLT"     
